ಹೊಮ್ಮರ,ೊಮ್ಮರ
ಹತೋಟಿಯಲ್ಲಿಟ್ಟುಕೊಣ್ಡಿರುವವನು,ತೋಟಿಯಲ್ಲಿಟ್ಟುಕೊಣ್ಡಿರುವವನು
ಹೆಗ್ಗುರುತು,ೆಗ್ಗುರುತು
ಹೊರುತ್ತಿದ್ದಾನೆ!,ೊರುತ್ತಿದ್ದಾನೆ!
ಹೊಣಗೇಡಿ,ೊಣಗೇಡಿ
ಹೇಳಿದಕ್ಕೆಲ್ಲ,ೇಳಿದಕ್ಕೆಲ್ಲ
ಹಿದುಕು,ಿದುಕು
ಹಳಚಿನೆನೆದಳು,ಳಚಿನೆನೆದಳು
ಹಿಂಚಲನೆಗಳು,ಿಂಚಲನೆಗಳು
ಹತ್ತುಬದಿ,ತ್ತುಬದಿ
ಹಾಯಿಸಲು,ಾಯಿಸಲು
ಹಸ್ತಪ್ರಕ್ಷಾಲ್ಯ,ಸ್ತಪ್ರಕ್ಷಾಲ್ಯ
ಹಿಪ್ಪಲಿನೇರಳೆ,ಿಪ್ಪಲಿನೇರಳೆ
ಹೂಮೊಗ್ಗು,ೂಮೊಗ್ಗು
ಹಿಂಜುಗೆ,ಿಂಜುಗೆ
ಹಂಡೆಗಳು,ಂಡೆಗಳು
ಹುರಮುಞ್ಜಿ,ುರಮುಞ್ಜಿ
ಹಾಕಿದೆ,,ಾಕಿದೆ,
ಹುಮ್ಬ,ುಮ್ಬ
ಹೊಸತಳಿಯಿನ್ದ,ೊಸತಳಿಯಿನ್ದ
ಹಳ,ಳ
ಹೇಳರೇ,ೇಳರೇ
ಹೆಬ್ಬಾಗಿಲ್ಗಳು,ೆಬ್ಬಾಗಿಲ್ಗಳು
ಹೊರಹಾಕುವಿಕೆ,ೊರಹಾಕುವಿಕೆ
ಹಿಡಿಯದವನು,ಿಡಿಯದವನು
ಹಾವುಗೆಗಳು,ಾವುಗೆಗಳು
ಹಿಂದೆಹೋಗು,ಿಂದೆಹೋಗು
ಹೇಳಬೇಕು,ೇಳಬೇಕು
ಹಂಬಲ,ಂಬಲ
ಹತರು,ತರು
ಹಿಂಬೆದೆಗಳು,ಿಂಬೆದೆಗಳು
ಹೆಡಸುಗಳು,ೆಡಸುಗಳು
ಹೆಚ್ಚೆಣಿಕೆಗಳು,ೆಚ್ಚೆಣಿಕೆಗಳು
ಹಲ್ಲುಬೇನೆ,ಲ್ಲುಬೇನೆ
ಹಂಚಿಗರು,ಂಚಿಗರು
ಹಸಿಶುಣ್ಠಿಗಳು,ಸಿಶುಣ್ಠಿಗಳು
ಹುಟ್ಟಿಬಾಹಜನ್ಮಙ್ಗಳು,ುಟ್ಟಿಬಾಹಜನ್ಮಙ್ಗಳು
ಹುಡಿಮುಕ್ಕ,ುಡಿಮುಕ್ಕ
ಹೋಕುಳಿ,ೋಕುಳಿ
ಹೊನ್ನಮ್ಬುಗಳು,ೊನ್ನಮ್ಬುಗಳು
ಹಾಸುಗೆಗಲ್ಲು,ಾಸುಗೆಗಲ್ಲು
ಹುದುಗಿಕೊ,ುದುಗಿಕೊ
ಹೊಟ್ಟು,,ೊಟ್ಟು,
ಹೃದ್ಗತಪತ್ರಗಳು,ೃದ್ಗತಪತ್ರಗಳು
ಹುರುಳರಿಮೆ,ುರುಳರಿಮೆ
ಹಿಮಪಾತ,,ಿಮಪಾತ,
ಹುಡಿಗೆಮ್ಮು,ುಡಿಗೆಮ್ಮು
ಹಾಳು,,ಾಳು,
ಹಿಡಿ,,ಿಡಿ,
ಹಕ್ಕಿಕಾಪು,ಕ್ಕಿಕಾಪು
ಹೇಮಾಬ್ಜಗಳು,ೇಮಾಬ್ಜಗಳು
ಹಟ್ಟಿಕಾರರುಗಳು,ಟ್ಟಿಕಾರರುಗಳು
ಹೋಗದ,ೋಗದ
ಹೊಳ್ಳುಗ,ೊಳ್ಳುಗ
ಹೇಸಿಕೆಯಾಗು,ೇಸಿಕೆಯಾಗು
ಹರಿಣಾಂಕಕುಲ,ರಿಣಾಂಕಕುಲ
ಹೊರವೀಡುಗಳು,ೊರವೀಡುಗಳು
ಹಿಟ್ಟಂದಹೀನಯಿಕೆ,ಿಟ್ಟಂದಹೀನಯಿಕೆ
ಹೊನ್ದಿಕೆಯಾಗುವ,ೊನ್ದಿಕೆಯಾಗುವ
ಹೇಮಚೇಲಗಳು,ೇಮಚೇಲಗಳು
ಹರಗಲುಗಳು,ರಗಲುಗಳು
ಹೊಙ್ಗೊಡ,ೊಙ್ಗೊಡ
ಹೆಡ್ಡೆ,ೆಡ್ಡೆ
ಹಳೆಯ,,ಳೆಯ,
ಹಸನಗಳು,ಸನಗಳು
ಹೊಟ್ಟೆಬಾಕ,ೊಟ್ಟೆಬಾಕ
ಹಸಿತೊಗಲುಗಳು,ಸಿತೊಗಲುಗಳು
ಹೊಸರೂಪಕೊಡು,ೊಸರೂಪಕೊಡು
ಹೀಗಿವೆ,ೀಗಿವೆ
ಹರಿವಾಹನಗಳು,ರಿವಾಹನಗಳು
ಹೊಂದಬಹುದಾದ,ೊಂದಬಹುದಾದ
ಹಣವಂತರು,ಣವಂತರು
ಹಕ್ಕುಕಳೆ,ಕ್ಕುಕಳೆ
ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,ಿಮ್ಮೆಟ್ಟುವಿಕೆ
ಹೇವರಿಸಿ,ೇವರಿಸಿ
ಹಲವೆಣಿಕೆಗಳು,ಲವೆಣಿಕೆಗಳು
ಹಠಾತ್ತಾಗಿ,ಠಾತ್ತಾಗಿ
ಹಲ್ಕಾತನಗಳು,ಲ್ಕಾತನಗಳು
ಹುರುಪುತರುಮಾರು,ುರುಪುತರುಮಾರು
ಹೊಸಪಡೆಯಿಲ,ೊಸಪಡೆಯಿಲ
ಹೂಜಿಯಾಕಾರದ,ೂಜಿಯಾಕಾರದ
ಹುಳಿಗೂಡಿಸು,ುಳಿಗೂಡಿಸು
ಹಿರಿಯರು,ಿರಿಯರು
ಹಂದಲಾಗದ,ಂದಲಾಗದ
ಹಮ್ಮದ,ಮ್ಮದ
ಹಳ್ಳಿ,,ಳ್ಳಿ,
ಹಂಸತ್ವಗಳು,ಂಸತ್ವಗಳು
ಹೆಡ್ಡೈಸು,ೆಡ್ಡೈಸು
ಹೇಳಿದ್ದಾರೆ,ೇಳಿದ್ದಾರೆ
ಹಸಿತ,ಸಿತ
ಹವಾಗೋಲ,ವಾಗೋಲ
ಹೊಂಗೇದಗೆ,ೊಂಗೇದಗೆ
ಹೊಂದಿರುವುದರಿಂದ,ೊಂದಿರುವುದರಿಂದ
ಹರಿದುಹೋದ,ರಿದುಹೋದ
ಹಾರಿಸಲ್ಪಟ್ಟವನು,ಾರಿಸಲ್ಪಟ್ಟವನು
ಹಿ,ಿ
ಹಲನಡಾವಳಿಯ,ಲನಡಾವಳಿಯ
ಹೆಂಚಿನ,ೆಂಚಿನ
ಹಗೆಮಾಡು,ಗೆಮಾಡು
ಹದಿನೈದನೆಯ,ದಿನೈದನೆಯ
ಹಿಂದಿರುಗಿ,ಿಂದಿರುಗಿ
ಹಿಡಗಲುಗಳು,ಿಡಗಲುಗಳು
ಹೊರ,ೊರ
ಹನ್ದಿರೊಪ್ಪ,ನ್ದಿರೊಪ್ಪ
ಹಿಞ್ಜುಗೆಗಳು,ಿಞ್ಜುಗೆಗಳು
ಹೊಸಗಟ್ಟಗಳು,ೊಸಗಟ್ಟಗಳು
ಹುರಿಹಞ್ಚು,ುರಿಹಞ್ಚು
ಹೊಂದಿಸಿದ,ೊಂದಿಸಿದ
ಹೂಳ್ದು,ೂಳ್ದು
ಹಕ್ಕಿಯಾಗಿ,ಕ್ಕಿಯಾಗಿ
ಹಸಲೆ,ಸಲೆ
ಹಗೆವ,ಗೆವ
ಹಿಡಿಗವಡಿಕೆ,ಿಡಿಗವಡಿಕೆ
ಹರಳು,,ರಳು,
ಹೀರಾವಳಿ,ೀರಾವಳಿ
ಹೆಂಗತ್ತೆ,ೆಂಗತ್ತೆ
ಹೊಸ್ತು,ೊಸ್ತು
ಹಙ್ಗಾಮಗಳು,ಙ್ಗಾಮಗಳು
ಹಸುಗೆಗೊಳ್,ಸುಗೆಗೊಳ್
ಹಾಕುವಿಕೆಗಳು,ಾಕುವಿಕೆಗಳು
ಹರಿದ್ರಗಳು,ರಿದ್ರಗಳು
ಹಲ್ಲಿಲಿಗಳು,ಲ್ಲಿಲಿಗಳು
ಹಿಣ್ಡೆ,ಿಣ್ಡೆ
ಹರಿಯುವುದನ್ನು,ರಿಯುವುದನ್ನು
ಹೊನ್ದಿರದ,ೊನ್ದಿರದ
ಹುರುಳಿ,ುರುಳಿ
ಹುರಿಹಗ್ಗದ,ುರಿಹಗ್ಗದ
ಹೊಗರುಸಾಲುಗಳು,ೊಗರುಸಾಲುಗಳು
ಹಿಡಿಗುಣ್ಡುಗಳು,ಿಡಿಗುಣ್ಡುಗಳು
ಹಿರಿಯಮದ್ದು,ಿರಿಯಮದ್ದು
ಹಾಕಿಕೊಂಡಿರು,ಾಕಿಕೊಂಡಿರು
ಹದ್ದುಹಗೆಗಳು,ದ್ದುಹಗೆಗಳು
ಹಜ್ಜೆಗೊಳಿಸು,ಜ್ಜೆಗೊಳಿಸು
ಹಿಡಿದೀತು,ಿಡಿದೀತು
ಹರಿದಾಸು,ರಿದಾಸು
ಹಸರುಕಾಯಿ,ಸರುಕಾಯಿ
ಹಸುಕೂಸುಗಳು,ಸುಕೂಸುಗಳು
ಹೋಗಿದ್ದಾರೆ?,ೋಗಿದ್ದಾರೆ?
ಹನ್ದಲುಗಳು,ನ್ದಲುಗಳು
ಹೆರತು,ೆರತು
ಹೊಂದಾಣಿಕೆಯಿಲ್ಲದುದು,ೊಂದಾಣಿಕೆಯಿಲ್ಲದುದು
ಹರಿಹಂಚಾಗುವುದು,ರಿಹಂಚಾಗುವುದು
ಹುಂಡಿ,ುಂಡಿ
ಹೀರುಗಗಳು,ೀರುಗಗಳು
ಹಿತಸಾಧಕರು,ಿತಸಾಧಕರು
ಹೆಗ್ಗಣದ,ೆಗ್ಗಣದ
ಹಳತಾದ,ಳತಾದ
ಹಾಡುಗ,ಾಡುಗ
ಹೊಣಿಕೆ,ೊಣಿಕೆ
ಹುಸಿಯಿರ್ಪರಿಮೆ,ುಸಿಯಿರ್ಪರಿಮೆ
ಹೆಣದೆರಹು,ೆಣದೆರಹು
ಹೊಣ್ಮು,ೊಣ್ಮು
ಹಿತೇಚ್ಚುಗಳು,ಿತೇಚ್ಚುಗಳು
ಹೃದಯಂಗಮವಾದ,ೃದಯಂಗಮವಾದ
ಹೊಯಿಸೆಣ್ಡು,ೊಯಿಸೆಣ್ಡು
ಹಿಂದೆಗೆದುಕೊಳ್ಳುವುದು,ಿಂದೆಗೆದುಕೊಳ್ಳುವುದು
ಹಿಡಿಗೊಡು,ಿಡಿಗೊಡು
ಹೈನುಶಾಲೆ,ೈನುಶಾಲೆ
ಹೆಪ್ಪುಗಟ್ಟಿದ,ೆಪ್ಪುಗಟ್ಟಿದ
ಹಸ್ತಕವ್ಶಲ,ಸ್ತಕವ್ಶಲ
ಹೀನಯೋನಿಗಳು,ೀನಯೋನಿಗಳು
ಹುಟ್ಟುಭಾಗಗಳು,ುಟ್ಟುಭಾಗಗಳು
ಹೆತ್ತವಳು,ೆತ್ತವಳು
ಹತ್ತಿಹೊನ್ದಿದವಳು,ತ್ತಿಹೊನ್ದಿದವಳು
ಹೊಮ್ಮು,ೊಮ್ಮು
ಹೆಣ್ಗಿಳಿ,ೆಣ್ಗಿಳಿ
ಹತ್ತಿದಂತೆ,ತ್ತಿದಂತೆ
ಹೀರುವಂಥದು,,ೀರುವಂಥದು,
ಹೊಙ್ಗೊಡಗಳು,ೊಙ್ಗೊಡಗಳು
ಹೊಟ್ಟೆನೆತ್ತರು,ೊಟ್ಟೆನೆತ್ತರು
ಹಾಲುಕುಮ್ಬಳ,ಾಲುಕುಮ್ಬಳ
ಹಲ್ಲುಗಿಞ್ಜುವ,ಲ್ಲುಗಿಞ್ಜುವ
ಹೊಂದಿಕೊಂಡು,ೊಂದಿಕೊಂಡು
ಹೃದಯವೈಶಾಲ್ಯಗಳು,ೃದಯವೈಶಾಲ್ಯಗಳು
ಹೃದಯವೈಶಾಲ್ಯ,ೃದಯವೈಶಾಲ್ಯ
ಹಿಙ್ಗತ್ತಲೆಗಳು,ಿಙ್ಗತ್ತಲೆಗಳು
ಹಿತಸಾದಕ,ಿತಸಾದಕ
ಹಾಳ,ಾಳ
ಹಣುವಂತ,ಣುವಂತ
ಹರಿವೇಣಿ,ರಿವೇಣಿ
ಹೊತ್ತಿಕೊಂಡಿತು,ೊತ್ತಿಕೊಂಡಿತು
ಹನ್ದೀಟಿಗಳು,ನ್ದೀಟಿಗಳು
ಹೆಜ್ಜೆಯುಲಿ,ೆಜ್ಜೆಯುಲಿ
ಹಸಙ್ಗೆಡು,ಸಙ್ಗೆಡು
ಹೊಸ,ೊಸ
ಹೀಹಾಳಿಸು,ೀಹಾಳಿಸು
ಹಱಿದಲೆ,ಱಿದಲೆ
ಹೃತ್ಪಂಕಜ,ೃತ್ಪಂಕಜ
ಹಿರಿಯೂರು,ಿರಿಯೂರು
ಹೋದೆನು",ೋದೆನು"
ಹಿಟ್ಟುಕಾರ,ಿಟ್ಟುಕಾರ
ಹೊರಸಂಸ್ಥೆ,ೊರಸಂಸ್ಥೆ
ಹುರುಳಿಲ್ಲದ,ುರುಳಿಲ್ಲದ
ಹೊರಳುಮಾತು,ೊರಳುಮಾತು
ಹುರಿದುಂಬಿಸುವ,ುರಿದುಂಬಿಸುವ
ಹಿಟ್ಟಿನಿಂದ,ಿಟ್ಟಿನಿಂದ
ಹೊಸಘಟನೆ,ೊಸಘಟನೆ
ಹೆಮ್ಮೆಕಾರಿಕೆ,ೆಮ್ಮೆಕಾರಿಕೆ
ಹೆಚ್ಚುತ್ತಿರುವ,ೆಚ್ಚುತ್ತಿರುವ
ಹಸುಳೆಕೊಲೆ,ಸುಳೆಕೊಲೆ
ಹೊತ್ತಿಸಲು,ೊತ್ತಿಸಲು
ಹಿರಿಯರಸಿಗಳು,ಿರಿಯರಸಿಗಳು
ಹೈನ,ೈನ
ಹೀನಬುದ್ಧಿ,ೀನಬುದ್ಧಿ
ಹುಚ್ಚುದೈರ್ಯಗಳು,ುಚ್ಚುದೈರ್ಯಗಳು
ಹೆದರಿಸುವವನು,ೆದರಿಸುವವನು
ಹೆಗ್ಗಳವಾದುದು,ೆಗ್ಗಳವಾದುದು
ಹರಾಮ್,ರಾಮ್
ಹಸುವೆ,ಸುವೆ
ಹುಚ್ಚು,ುಚ್ಚು
ಹೆಚ್ಚುಬಾರಿಯ,ೆಚ್ಚುಬಾರಿಯ
ಹೊಳಪುಗಪ್ಪಿನ,ೊಳಪುಗಪ್ಪಿನ
ಹೇಜೀಬ,ೇಜೀಬ
ಹಿಙ್ಗಣ್ಣು,ಿಙ್ಗಣ್ಣು
ಹಿಕ್ಕಳ,ಿಕ್ಕಳ
ಹುಸಿತೋಟಾ,ುಸಿತೋಟಾ
ಹುದುಗಳು,ುದುಗಳು
ಹೂಮಳೆಗಳು,ೂಮಳೆಗಳು
ಹುಟ್ಟಿಸುವನ್ತ,ುಟ್ಟಿಸುವನ್ತ
ಹಿರಿಯೀಚಲ್,ಿರಿಯೀಚಲ್
ಹುಸಿಕಾಳಗಗಳು,ುಸಿಕಾಳಗಗಳು
ಹಾಕುತ್ತಿದ್ದಾರೆ,ಾಕುತ್ತಿದ್ದಾರೆ
ಹಡಿಲು,ಡಿಲು
ಹೊಂಗರಿಗಳು,ೊಂಗರಿಗಳು
ಹೇಮವರ್ಣರು,ೇಮವರ್ಣರು
ಹೆಪ್ಪುಗಂಟಿಕೆಯ,ೆಪ್ಪುಗಂಟಿಕೆಯ
ಹಯ್ಮನ್ತ,ಯ್ಮನ್ತ
ಹಿಂಗತೆ,ಿಂಗತೆ
ಹತ್ತಿರದಸಂಬಂದಗಳು,ತ್ತಿರದಸಂಬಂದಗಳು
ಹುಳಿಗಿಡ,ುಳಿಗಿಡ
ಹಣೆಯೊಂದು,ಣೆಯೊಂದು
ಹಿರಿಯಹಾಲುಗುಂಬಳ,ಿರಿಯಹಾಲುಗುಂಬಳ
ಹೊಸಮನೆ,ೊಸಮನೆ
ಹೇಮಶಯ್ಯರು,ೇಮಶಯ್ಯರು
ಹೊನ್ದಿಸಲಾಗುವ,ೊನ್ದಿಸಲಾಗುವ
ಹಾಡುಗಾಯಿಗಳು,ಾಡುಗಾಯಿಗಳು
ಹತಾಶೆಯತ್ನ,ತಾಶೆಯತ್ನ
ಹರ್ಷಗರ್ಭಗಳು,ರ್ಷಗರ್ಭಗಳು
ಹಳಿಯತಕ್ಕ,ಳಿಯತಕ್ಕ
ಹರದುಹಣ,ರದುಹಣ
ಹೊರಚಾಚು,ೊರಚಾಚು
ಹಸುಳೆತನಗಳು,ಸುಳೆತನಗಳು
ಹತ್ತಿರದಸಂಬಂಧ,ತ್ತಿರದಸಂಬಂಧ
ಹೇರಿಗೆಗಳು,ೇರಿಗೆಗಳು
ಹೇಳಿಕೆನೀಡು,ೇಳಿಕೆನೀಡು
ಹೊನ್ನಮೇಲಟ್ಟಗಳು,ೊನ್ನಮೇಲಟ್ಟಗಳು
ಹೊಯಿಲ್ಗಳು,ೊಯಿಲ್ಗಳು
ಹದಿನೇಳು,ದಿನೇಳು
ಹಂದರದಂತೆ,ಂದರದಂತೆ
ಹಾಳೆಗಳ,ಾಳೆಗಳ
ಹನಿಗಲ್ಲು,ನಿಗಲ್ಲು
ಹಕ್ಕಳೆಗಳು,ಕ್ಕಳೆಗಳು
ಹೂವಾಡಿಗಗಳು,ೂವಾಡಿಗಗಳು
ಹಾಳೆ,,ಾಳೆ,
ಹಿನ್ನೆಲೆಗಳು,ಿನ್ನೆಲೆಗಳು
ಹೂಹೆಗಳು,ೂಹೆಗಳು
ಹುಟ್ಟಿದ,ುಟ್ಟಿದ
ಹೇಡಿತನ,ೇಡಿತನ
ಹರಿಹಯವೈರಿ,ರಿಹಯವೈರಿ
ಹೊಲಿದು,ೊಲಿದು
ಹಾಲುಹಳ್ಳ,ಾಲುಹಳ್ಳ
ಹೆಣ್ಟೆಗೊದ್ದಗಳು,ೆಣ್ಟೆಗೊದ್ದಗಳು
ಹಿಮವನ್ನು,ಿಮವನ್ನು
ಹುಚ್ಚುಹೊಳೆ,ುಚ್ಚುಹೊಳೆ
ಹರಿದುಕೊಳ್ಳು,ರಿದುಕೊಳ್ಳು
ಹಿಮಹರಡು,ಿಮಹರಡು
ಹೊರಟಿ,ೊರಟಿ
ಹಗರೆ,ಗರೆ
ಹರ್ಷಪಡು,ರ್ಷಪಡು
ಹಾಸ್ಯಚಿತ್ರ,ಾಸ್ಯಚಿತ್ರ
ಹೊರಮೂಲೆಗಳು,ೊರಮೂಲೆಗಳು
ಹೋಲುವ,ೋಲುವ
ಹಗಲುಗನ್ನ,ಗಲುಗನ್ನ
ಹೂಳು,ೂಳು
ಹೊಡಮಡು,ೊಡಮಡು
ಹರಿದಾಸರು,ರಿದಾಸರು
ಹರಗಿರಿ,ರಗಿರಿ
ಹೊಂಗೋಡೆ,ೊಂಗೋಡೆ
ಹದವಾಗಿಸು,ದವಾಗಿಸು
ಹಂಚಿಗಳು,ಂಚಿಗಳು
ಹೆಣೆದುದು,ೆಣೆದುದು
ಹಣಬೆಗಳು,ಣಬೆಗಳು
ಹಂಚಿಹುಲ್ಲುಗಳು,ಂಚಿಹುಲ್ಲುಗಳು
ಹಿರಿಯನಾದ,ಿರಿಯನಾದ
ಹತ್ತಿಬಟ್ಟೆ,ತ್ತಿಬಟ್ಟೆ
ಹದ್ದುಹಗೆ,ದ್ದುಹಗೆ
ಹಾಥಾರನ್‍,ಾಥಾರನ್‍
ಹೊನ್ನಗಸೆಗಳು,ೊನ್ನಗಸೆಗಳು
ಹೊರಬಾಗಕ್ಕೆ,ೊರಬಾಗಕ್ಕೆ
ಹೆರೆಯೆಣ್ಣೆಯನ್ನು,ೆರೆಯೆಣ್ಣೆಯನ್ನು
ಹುರಿಯಾಳು,ುರಿಯಾಳು
ಹೊಡೆಯುವಂತೆ,ೊಡೆಯುವಂತೆ
ಹುರುಪಿನಿಂದ,ುರುಪಿನಿಂದ
ಹೇಮನಿಬ೦ಧ,ೇಮನಿಬ೦ಧ
ಹೊಡೆಸೆಣ್ಡು,ೊಡೆಸೆಣ್ಡು
ಹಣ್ಣುಸಂಪಿಗೆ,ಣ್ಣುಸಂಪಿಗೆ
ಹಾಲುವಾಣಗಳು,ಾಲುವಾಣಗಳು
ಹಿಂದಲೆಯ,ಿಂದಲೆಯ
ಹಂದದಿರು,ಂದದಿರು
ಹಿಙ್ಗೈಗಳು,ಿಙ್ಗೈಗಳು
ಹೊಮ್ಬಣ್ಣಗಳು,ೊಮ್ಬಣ್ಣಗಳು
ಹೆದರಿಕೆಯಿಲ್ಲದಿರುವುದು,ೆದರಿಕೆಯಿಲ್ಲದಿರುವುದು
ಹೋಮಮಾಡಿದ,ೋಮಮಾಡಿದ
ಹಿಂಸಿಸುವುದು,ಿಂಸಿಸುವುದು
ಹಾಲುಮಾರುವವ,ಾಲುಮಾರುವವ
ಹಿನ್ದೀಪ,ಿನ್ದೀಪ
ಹತ್ತುಗರು,ತ್ತುಗರು
ಹುಂಜ,ುಂಜ
ಹುಡುಗಪಾಳ್ಯ,ುಡುಗಪಾಳ್ಯ
ಹತ್ತಿದೆ,ತ್ತಿದೆ
ಹಿಂಸಾಚಾರಿಗಳು,ಿಂಸಾಚಾರಿಗಳು
ಹೊರಕವಚ,ೊರಕವಚ
ಹಬ್ಬದ,ಬ್ಬದ
ಹನ್ನೊನ್ದು,ನ್ನೊನ್ದು
ಹವಿರ್ಭುಜ,ವಿರ್ಭುಜ
ಹಾಕದಿದ್ದರೆ,ಾಕದಿದ್ದರೆ
ಹುದೆ,ುದೆ
ಹಂತ,,ಂತ,
ಹಿಂದುಗಡೆಗೆ,ಿಂದುಗಡೆಗೆ
ಹೊಂಮ,ೊಂಮ
ಹರಿಗ್ರೀವರು,ರಿಗ್ರೀವರು
ಹೃತ್ತಟಗಳು,ೃತ್ತಟಗಳು
ಹಣೆಯಬರಹಗಳು,ಣೆಯಬರಹಗಳು
ಹೆಣೆದುಕೊಣ್ಡ,ೆಣೆದುಕೊಣ್ಡ
ಹೊರಗೋಡೆಗಳು,ೊರಗೋಡೆಗಳು
ಹೊನಹುಗಾರ್ತಿರು,ೊನಹುಗಾರ್ತಿರು
ಹೇಳಿಕೇಳುವವರಿಲ್ಲದವನು,ೇಳಿಕೇಳುವವರಿಲ್ಲದವನು
ಹೈಡ್ರೇಟ್,ೈಡ್ರೇಟ್
ಹವ್ಯಾಸಗಳು,ವ್ಯಾಸಗಳು
ಹೇಳಿಕೆಗಳು,ೇಳಿಕೆಗಳು
ಹುಚ್ಚಾಟಿಕೆ,ುಚ್ಚಾಟಿಕೆ
ಹೂಣಿಕೆಗಳು,ೂಣಿಕೆಗಳು
ಹಂಸವಾಹನ,ಂಸವಾಹನ
ಹಿತಮಿತ,ಿತಮಿತ
ಹೊಂಬಾಳೆಯಿದೆ,ೊಂಬಾಳೆಯಿದೆ
ಹಲ್ಲುಬ್ಬು,ಲ್ಲುಬ್ಬು
ಹಿಮೋಪಲಗಳು,ಿಮೋಪಲಗಳು
ಹಬ್ಬಿರುವ,ಬ್ಬಿರುವ
ಹಾಳೆಯಚ್ಚುಗಳು,ಾಳೆಯಚ್ಚುಗಳು
ಹಾಸ್ಯಪ್ರಿಯರು,ಾಸ್ಯಪ್ರಿಯರು
ಹೊಡೆಯುವಿಕೆ,ೊಡೆಯುವಿಕೆ
ಹಿಂದುದಿ,ಿಂದುದಿ
ಹ್ರಸ್ವಾಕ್ಷರವನ್ನು,್ರಸ್ವಾಕ್ಷರವನ್ನು
ಹೊಸನ್ತಿಲ್ಗಳು,ೊಸನ್ತಿಲ್ಗಳು
ಹೊರವಾಗಿಲು,ೊರವಾಗಿಲು
ಹೊಕ್ಕುಳಿನ,ೊಕ್ಕುಳಿನ
ಹೆಂಗಸರಲ್ಲಿ,ೆಂಗಸರಲ್ಲಿ
ಹೆಣ್ಣನ್ನು,ೆಣ್ಣನ್ನು
ಹೊಂಚುದಾಣ,ೊಂಚುದಾಣ
ಹೂವಿನಬಾಣ,ೂವಿನಬಾಣ
ಹಙ್ಗಿಸು,ಙ್ಗಿಸು
ಹುಯಿಸು,ುಯಿಸು
ಹಾಸ್ಯಾಭಿರುಚಿ,ಾಸ್ಯಾಭಿರುಚಿ
ಹಞ್ಚಿಕಡ್ಡಿಗಳು,ಞ್ಚಿಕಡ್ಡಿಗಳು
ಹೃದಯಹೀನ,ೃದಯಹೀನ
ಹೊಲ್ಸು,ೊಲ್ಸು
ಹಞ್ಚಿಕೆಗಳು,ಞ್ಚಿಕೆಗಳು
ಹವಿಸ್ಸನ್ನು,ವಿಸ್ಸನ್ನು
ಹವಳದನ್ಥ,ವಳದನ್ಥ
ಹಾಳಿಗಳು,ಾಳಿಗಳು
ಹಯ್ಯಂಗವೀನ,ಯ್ಯಂಗವೀನ
ಹರಳಿಗಿತ್ತಿ,ರಳಿಗಿತ್ತಿ
ಹಾರುಗಳ,ಾರುಗಳ
ಹಟ್ಟಿಯ,ಟ್ಟಿಯ
ಹೊಲಸುಕೇರಿ,ೊಲಸುಕೇರಿ
ಹೊರನಡೆ,ೊರನಡೆ
ಹರಕುಮುರಕುಗಳು,ರಕುಮುರಕುಗಳು
ಹಿಚಿಕು,ಿಚಿಕು
ಹಿಡಿಸುವನ್ಥ,ಿಡಿಸುವನ್ಥ
ಹಸನಲ್ಲದ,ಸನಲ್ಲದ
ಹಗುರುನೀರು,ಗುರುನೀರು
ಹಲ್ಲು,ಲ್ಲು
ಹಣಿಗೆ,ಣಿಗೆ
ಹುಲುಸುಗಳು,ುಲುಸುಗಳು
ಹೆಸರುಪರಿಚೆಗಳು,ೆಸರುಪರಿಚೆಗಳು
ಹತ್ತಿದರು,ತ್ತಿದರು
ಹೆಬ್ಬಾಯ್,ೆಬ್ಬಾಯ್
ಹಲ್ಲಣಿಸು,ಲ್ಲಣಿಸು
ಹರಿಹಯವಯ್ರಿ,ರಿಹಯವಯ್ರಿ
ಹೊಲಗಳಿಗೆ,ೊಲಗಳಿಗೆ
ಹೊದಿಕೆಯಂತೆ,ೊದಿಕೆಯಂತೆ
ಹೋದೆ,ೋದೆ
ಹುಟ್ಟುಹಬ್ಬಗಳು,ುಟ್ಟುಹಬ್ಬಗಳು
ಹಿಂದೂ,ಿಂದೂ
ಹೊಸದರಲ್ಲಿ,ೊಸದರಲ್ಲಿ
ಹೊದಪು,ೊದಪು
ಹದಮಾಡುವವ,ದಮಾಡುವವ
ಹರಿದಂತ,ರಿದಂತ
ಹವಿರ್ಬಾಗ,ವಿರ್ಬಾಗ
ಹರಣಗೊಳಿಸು,ರಣಗೊಳಿಸು
ಹಿಡಿಕೆಯ್ಸು,ಿಡಿಕೆಯ್ಸು
ಹೊಡವಣ್ಡು,ೊಡವಣ್ಡು
ಹೇತ್ವಾಭಾಸ,ೇತ್ವಾಭಾಸ
ಹಂಪಿ,ಂಪಿ
ಹೊಸತಿಸು,ೊಸತಿಸು
ಹಿಚುಕ,ಿಚುಕ
ಹೊಕ್ಕುಳುಗಳು,ೊಕ್ಕುಳುಗಳು
ಹೊಸ್ತಿಲಿಗೆ,ೊಸ್ತಿಲಿಗೆ
ಹಿಮ್ಮುಕವಾದ,ಿಮ್ಮುಕವಾದ
ಹಿನ್ನಡೆಸ,ಿನ್ನಡೆಸ
