ಪಾಶವೀಕೃತ್ಯ,ಾಶವೀಕೃತ್ಯ
ಪೊಲಮೇರೆ,ೊಲಮೇರೆ
ಪರಾಧೀನ,ರಾಧೀನ
ಪಾಲಿಸುವ,ಾಲಿಸುವ
ಪ್ರತಿತಾರ್ತ,್ರತಿತಾರ್ತ
ಪೊಗರೇರು,ೊಗರೇರು
ಪಾಂಗಿಲ್ಲದ,ಾಂಗಿಲ್ಲದ
ಪಿನ್ತರ್,ಿನ್ತರ್
ಪಲದಾಯಕತೆ,ಲದಾಯಕತೆ
ಪಾಲಿಸುವವಳು,ಾಲಿಸುವವಳು
ಪಿಙ್ಗುಡಿ,ಿಙ್ಗುಡಿ
ಪಕಾರದಿಂದ,ಕಾರದಿಂದ
ಪುರುಷಾಬಿಮಾನಿ,ುರುಷಾಬಿಮಾನಿ
ಪುಟಿಸಿ,ುಟಿಸಿ
ಪಂಪನ,ಂಪನ
ಪ್ರವ್ರಾಜಕ,್ರವ್ರಾಜಕ
ಪಂದಲೆದರ್,ಂದಲೆದರ್
ಪಟಾಟೋಪ,ಟಾಟೋಪ
ಪ್ರಭುವಿನ,್ರಭುವಿನ
ಪಯಪಾಡು,ಯಪಾಡು
ಪವುಳಿ,ವುಳಿ
ಪಟಲಿಕಾಗಳು,ಟಲಿಕಾಗಳು
ಪೂರಕ,ೂರಕ
ಪೌರಸನ್ಮಾನ,ೌರಸನ್ಮಾನ
ಪಯ್ಸಲು,ಯ್ಸಲು
ಪ್ರಥಮಾನ್ವೇಷಕ,್ರಥಮಾನ್ವೇಷಕ
ಪಾಪವಿಲ್ಲದ,ಾಪವಿಲ್ಲದ
ಪಕ್ಷನಿಷ್ಠೆಗಳು,ಕ್ಷನಿಷ್ಠೆಗಳು
ಪ್ರಾಣಿಯ,್ರಾಣಿಯ
ಪಾಲ್ಗಡಲ್,ಾಲ್ಗಡಲ್
ಪಕ್ಷಿವಿಜ್ಞಾನಗಳು,ಕ್ಷಿವಿಜ್ಞಾನಗಳು
ಪುನೀತಗೊಳಿಸು,ುನೀತಗೊಳಿಸು
ಪ್ರಾಯವಾದುದು,್ರಾಯವಾದುದು
ಪರಿಶೆ,ರಿಶೆ
ಪೂರ್ವಸಿದ್ಧ,ೂರ್ವಸಿದ್ಧ
ಪೈಗಂಬರವಾಸಿಯಾಗು,ೈಗಂಬರವಾಸಿಯಾಗು
ಪಿಳಕಿಸು,ಿಳಕಿಸು
ಪುಸ್ತಕಜ್ಞಾನಕ್ಕೆ,ುಸ್ತಕಜ್ಞಾನಕ್ಕೆ
ಪಡಿಮೆ,ಡಿಮೆ
ಪಾರೆಯಲ್ಲಿರುವ,ಾರೆಯಲ್ಲಿರುವ
ಪಟ್ಟಿಗೂ,ಟ್ಟಿಗೂ
ಪರಮಹ೦ಸ,ರಮಹ೦ಸ
ಪ್ರತಿವೇಷ್ಟಿತ,್ರತಿವೇಷ್ಟಿತ
ಪಳ್ಳಿಕಾಱ,ಳ್ಳಿಕಾಱ
ಪೂರಯ್ಕೆ,ೂರಯ್ಕೆ
ಪುಡಿಯಾಗು,ುಡಿಯಾಗು
ಪಾಕವನ್ನು,ಾಕವನ್ನು
ಪರಮಾಣುಗಳು,ರಮಾಣುಗಳು
ಪ್ರಸ್ತಾಪಿಸು,್ರಸ್ತಾಪಿಸು
ಪಾತ್ರೆಗಳು,ಾತ್ರೆಗಳು
ಪಥಗತಿ,ಥಗತಿ
ಪಟ್ಟೆಯ,ಟ್ಟೆಯ
ಪುಣ್ಯಬೂಮಿಗಳು,ುಣ್ಯಬೂಮಿಗಳು
ಪ್ರಕಟಿಸಲಾಗದ,್ರಕಟಿಸಲಾಗದ
ಪಡಿಮುಕ,ಡಿಮುಕ
ಪರಿಚೆಯ,ರಿಚೆಯ
ಪರಿವರ್ತನೆಗಳು,ರಿವರ್ತನೆಗಳು
ಪರಿಮಣ್ಡಲಗಳು,ರಿಮಣ್ಡಲಗಳು
ಪಣ್ದಲೆ,ಣ್ದಲೆ
ಪಾರಮ್ಯ,ಾರಮ್ಯ
ಪುಕ್ಕಲಾದ,ುಕ್ಕಲಾದ
ಪೌರಸತ್ಕಾರ,ೌರಸತ್ಕಾರ
ಪಞ್ಚವರ್ಷಗಳು,ಞ್ಚವರ್ಷಗಳು
ಪ್ರವಾಳ,್ರವಾಳ
ಪಾಲನೆ,ಾಲನೆ
ಪ್ಲೇಯರು,್ಲೇಯರು
ಪನೆ,ನೆ
ಪ್ರೀತಿಂಕರಂ,್ರೀತಿಂಕರಂ
ಪೆಡಸುಕಲ್ಲು,ೆಡಸುಕಲ್ಲು
ಪ್ರಾರಂಭದಿಂದ,್ರಾರಂಭದಿಂದ
ಪಡೆಯಲು,,ಡೆಯಲು,
ಪ್ರತಿಕೃತಿ,್ರತಿಕೃತಿ
ಪುದುಂಗೊಳ್,ುದುಂಗೊಳ್
ಪಂಕಜವೈರಿ,ಂಕಜವೈರಿ
ಪುಡಿಗೈ,ುಡಿಗೈ
ಪಿಡಿಕಯ್ಸು,ಿಡಿಕಯ್ಸು
ಪಸಿಮೆ,ಸಿಮೆ
ಪುಂಡಗಾರರು,ುಂಡಗಾರರು
ಪೆಟ್ಟಿಗೆಗಳು,ೆಟ್ಟಿಗೆಗಳು
ಪ್ಯಾರಾಮೀಸಿಯಂ,,್ಯಾರಾಮೀಸಿಯಂ,
ಪ್ರಶಂಸಾ,್ರಶಂಸಾ
ಪದುಮಗರ್ಬಗಳು,ದುಮಗರ್ಬಗಳು
ಪಪ್ಪಡಗಳು,ಪ್ಪಡಗಳು
ಪ್ರತತಿ,್ರತತಿ
ಪೋಕಿರಿ,ೋಕಿರಿ
ಪ್ರಬಾವಶಾಲಿಯಾಗು,್ರಬಾವಶಾಲಿಯಾಗು
ಪೊಲಗೆಡಿಸು,ೊಲಗೆಡಿಸು
ಪಞ್ಚದಾರೆಗಳು,ಞ್ಚದಾರೆಗಳು
ಪ್ರವಾಸಿಗಳಿಗೂ,್ರವಾಸಿಗಳಿಗೂ
ಪಟ್ಟನು,ಟ್ಟನು
ಪ್ರಭಾವಶಾಲಿಯಾಗಿರು,್ರಭಾವಶಾಲಿಯಾಗಿರು
ಪಗಲ್ಗನಸುಗಳು,ಗಲ್ಗನಸುಗಳು
ಪುಕ್ಕಲಿನ,ುಕ್ಕಲಿನ
ಪುತ್ರೋತ್ಪಾದನ,ುತ್ರೋತ್ಪಾದನ
ಪರಿಶೀಲನ,ರಿಶೀಲನ
ಪೆರ್ಚು,ೆರ್ಚು
ಪದತೋಯಗಳು,ದತೋಯಗಳು
ಪುದುಮಂದಿ,ುದುಮಂದಿ
ಪೂಸಣಂಬ,ೂಸಣಂಬ
ಪಾಡಿಗಯ್,ಾಡಿಗಯ್
ಪಳಗಿಸಿ,ಳಗಿಸಿ
ಪೇಱೊರ್ಬೆ,ೇಱೊರ್ಬೆ
ಪಾಪಸಂತಪ್ತ,ಾಪಸಂತಪ್ತ
ಪಡಪುಳ್ಳ,ಡಪುಳ್ಳ
ಪಡಿಕೆಗಳು,ಡಿಕೆಗಳು
ಪಲಕಗಳು,ಲಕಗಳು
ಪದಾಬ್ಜಭೃಙ್ಗಳೆ,ದಾಬ್ಜಭೃಙ್ಗಳೆ
ಪರ್ಯಙ್ಕ,ರ್ಯಙ್ಕ
ಪುರುಷೋಚಿತ,ುರುಷೋಚಿತ
ಪಾಸುವಲೆ,ಾಸುವಲೆ
ಪೊನ್ನೊರೆ,ೊನ್ನೊರೆ
ಪೌಂಡ್ರಕವಾಸುದೇವ,ೌಂಡ್ರಕವಾಸುದೇವ
ಪರಮಾತ್ಮನಲ್ಲಿ,ರಮಾತ್ಮನಲ್ಲಿ
ಪಂಚಕೋಶಗಳಲ್ಲಿ,ಂಚಕೋಶಗಳಲ್ಲಿ
ಪಯಸ್ವಿನಿ,ಯಸ್ವಿನಿ
ಪ್ರಹೇಳಿಕೆ,್ರಹೇಳಿಕೆ
ಪೂರ್ವಬಾವಿಯಾಗು,ೂರ್ವಬಾವಿಯಾಗು
ಪಞ್ಜಾರ,ಞ್ಜಾರ
ಪೇಟೆಗಳು,ೇಟೆಗಳು
ಪ್ರವ್ರಜನ,್ರವ್ರಜನ
ಪಂಚಲೋಹ,ಂಚಲೋಹ
ಪ್ರಭೆ,್ರಭೆ
ಪ್ರಾಜ್ಮುಖ,್ರಾಜ್ಮುಖ
ಪಚ್ಚುಕೊಡು,ಚ್ಚುಕೊಡು
ಪೊಮ್ಬಣ್ಣ,ೊಮ್ಬಣ್ಣ
ಪ್ರತಿಪಾದಿಸಲ್ಪಟ್ಟ,್ರತಿಪಾದಿಸಲ್ಪಟ್ಟ
ಪರ್ವತಧರ,ರ್ವತಧರ
ಪೂರ್ವಕಾಲದಲ್ಲಿ,ೂರ್ವಕಾಲದಲ್ಲಿ
ಪ್ರಾಕ್ತನಶಾಸ್ತ್ರ,್ರಾಕ್ತನಶಾಸ್ತ್ರ
ಪಗಾರಪತ್ರ,ಗಾರಪತ್ರ
ಪಾಲುಂಡೆಗಳು,ಾಲುಂಡೆಗಳು
ಪಾರುಪತ್ತೆ,ಾರುಪತ್ತೆ
ಪಾಲನೆಯಲ್ಲಿಟ್ಟುಕೊಳ್ಳು,ಾಲನೆಯಲ್ಲಿಟ್ಟುಕೊಳ್ಳು
ಪ್ರಯಾಣಿಕರನ್ನು,್ರಯಾಣಿಕರನ್ನು
ಪ್ರಶಾನ್ತವಾದ,್ರಶಾನ್ತವಾದ
ಪ್ರಾಧಿಕಾರಗಳು,್ರಾಧಿಕಾರಗಳು
ಪಡುತೆಂಕಣ,ಡುತೆಂಕಣ
ಪ್ರಕಾಶಿಸುವಿಕೆ,್ರಕಾಶಿಸುವಿಕೆ
ಪರಿಮಳಮು,ರಿಮಳಮು
ಪ್ರವಚನಗಳ,್ರವಚನಗಳ
ಪೂತಿ,ೂತಿ
ಪಿನ್ನೆಲೆ,ಿನ್ನೆಲೆ
ಪಂಕಜಮಿತ್ರ,ಂಕಜಮಿತ್ರ
ಪ್ರತಿಶತವನ್ನು,್ರತಿಶತವನ್ನು
ಪ್ರತಿವಿಷ,್ರತಿವಿಷ
ಪಂತಪಾಡುಗಳು,ಂತಪಾಡುಗಳು
ಪಙ್ಕಜತನುಜ,ಙ್ಕಜತನುಜ
ಪಾನೀಯಜ,ಾನೀಯಜ
ಪಂಕಜಿನಿ,ಂಕಜಿನಿ
ಪುನರಭಿವರ್ಧನೆ,ುನರಭಿವರ್ಧನೆ
ಪ್ರಾದ್ಯಾಪಕ,್ರಾದ್ಯಾಪಕ
ಪಯ್ಲ,ಯ್ಲ
ಪಾಣ್ಡವರ,ಾಣ್ಡವರ
ಪೊಱೆಕಾಱ,ೊಱೆಕಾಱ
ಪೇಟ,,ೇಟ,
ಪಾಟಲ,ಾಟಲ
ಪ್ರತ್ಯೇಕಿಂಚು,್ರತ್ಯೇಕಿಂಚು
ಪ್ರಧಾನನಗರ,್ರಧಾನನಗರ
ಪಿಸುಕು,ಿಸುಕು
ಪರಿಬರ್ಹ,ರಿಬರ್ಹ
ಪ್ರಕಾಶಮು,್ರಕಾಶಮು
ಪಕ್ಷದವನು,ಕ್ಷದವನು
ಪ್ರಧಾನಸ್ಪ್ರಿಂಗು,್ರಧಾನಸ್ಪ್ರಿಂಗು
ಪ್ರತಿಲೋಮ,್ರತಿಲೋಮ
ಪ್ರತಿಭಟನೆಯ,್ರತಿಭಟನೆಯ
ಪಣಿಯಪೆಡೆ,ಣಿಯಪೆಡೆ
ಪಞ್ಚವಣ್ಣಿಗೆ,ಞ್ಚವಣ್ಣಿಗೆ
ಪ್ರವ್ಡನಲ್ಲದ,್ರವ್ಡನಲ್ಲದ
ಪಾತ್ರೆಮಾಡಿ,ಾತ್ರೆಮಾಡಿ
ಪಾರಿಭಾಷಿಕ,ಾರಿಭಾಷಿಕ
ಪ್ರೋತ್ಸಾಹಿಸುವ,್ರೋತ್ಸಾಹಿಸುವ
ಪರಾರಿ,ರಾರಿ
ಪೊರೆಯಾಳುಗಳು,ೊರೆಯಾಳುಗಳು
ಪೂರಾ,ೂರಾ
ಪಿಂಬಾಲಿಸು,ಿಂಬಾಲಿಸು
ಪ್ರತಿಗಾಮಿಯಾದ,್ರತಿಗಾಮಿಯಾದ
ಪ್ರಾಣಾಪಾಯವಾದ,್ರಾಣಾಪಾಯವಾದ
ಪದ್ಮನಾಭನೆನಿಸಿದ,ದ್ಮನಾಭನೆನಿಸಿದ
ಪಣಿರಿಪುಗಳು,ಣಿರಿಪುಗಳು
ಪಿಂಗಳೆ,ಿಂಗಳೆ
ಪರಿಜುಗಳಲ್ಲಿರುತ್ತದೆ,ರಿಜುಗಳಲ್ಲಿರುತ್ತದೆ
ಪ್ರವಾಸಿ,್ರವಾಸಿ
ಪಡುಗು,ಡುಗು
ಪರಮಾಣುವನ್ನು,ರಮಾಣುವನ್ನು
ಪ್ರತಿಪನ್ನ,್ರತಿಪನ್ನ
ಪ್ರಾಕು,್ರಾಕು
ಪಾಡುಗಬ್ಬ,ಾಡುಗಬ್ಬ
ಪರಕಾರ,ರಕಾರ
ಪ್ರಸಂಗಗಳಲ್ಲಿ,್ರಸಂಗಗಳಲ್ಲಿ
ಪಾದಸುವಾರಿಜ,ಾದಸುವಾರಿಜ
ಪದಾಬ್ಜಬೃಂಗಳೆಗಳು,ದಾಬ್ಜಬೃಂಗಳೆಗಳು
ಪುಂಗ,ುಂಗ
ಪರಿಹಾಸ,ರಿಹಾಸ
ಪ್ರತ್ಯಕ್ಷವಾಗಿರುವಿಕೆ,್ರತ್ಯಕ್ಷವಾಗಿರುವಿಕೆ
ಪೆರ‍್ಕಾಣ್ಕೆ,ೆರ‍್ಕಾಣ್ಕೆ
ಪಸಿಯಿಸುಗೆ,ಸಿಯಿಸುಗೆ
ಪೊಟ್ಟುಗ,ೊಟ್ಟುಗ
ಪಾಸಾಗುವುದು,ಾಸಾಗುವುದು
ಪುಳಿನ್ದೆ,ುಳಿನ್ದೆ
ಪಶುಗಾಹಿ,ಶುಗಾಹಿ
ಪಾದವನ್ನು,ಾದವನ್ನು
ಪೂರ್ವಾಪರ,ೂರ್ವಾಪರ
ಪ್ರಕಟಣೆಗಳು,್ರಕಟಣೆಗಳು
ಪಕಳೆಗಳು,ಕಳೆಗಳು
ಪದದೂಳಿಗಳು,ದದೂಳಿಗಳು
ಪೊದರುಗಟ್ಟು,ೊದರುಗಟ್ಟು
ಪೊಲೀಸುದಳ,ೊಲೀಸುದಳ
ಪೂರ್ಣರೂಪದ,ೂರ್ಣರೂಪದ
ಪ್ರಾಮುಖ್ಯಗಳು,್ರಾಮುಖ್ಯಗಳು
ಪುದುಗೊಳಿಸು,ುದುಗೊಳಿಸು
ಪದಾತಿತಂಡಗಳು,ದಾತಿತಂಡಗಳು
ಪ್ರಭಾರ,್ರಭಾರ
ಪುಂಡಿಪಲ್ಲೆ,ುಂಡಿಪಲ್ಲೆ
ಪಟ್ಟಣಕ್ಕೆ,ಟ್ಟಣಕ್ಕೆ
ಪುಳಕಾಮ್ಬು,ುಳಕಾಮ್ಬು
ಪಞ್ಚವಿಂಶಾಖ್ಯಗಳು,ಞ್ಚವಿಂಶಾಖ್ಯಗಳು
ಪೆಳ್ಳಿ,ೆಳ್ಳಿ
ಪಾರ್ಶ್ವಪಥ,ಾರ್ಶ್ವಪಥ
ಪೊಂಗು,ೊಂಗು
ಪಟಾಟೋಪಗಳು,ಟಾಟೋಪಗಳು
ಪ್ರಾಗಭಾವ,್ರಾಗಭಾವ
ಪರ್ಯಾಯತೆ,ರ್ಯಾಯತೆ
ಪ್ರೌಢಾವಸ್ಥೆಯ,್ರೌಢಾವಸ್ಥೆಯ
ಪಟ್ಟವಡೆಗ,ಟ್ಟವಡೆಗ
ಪೇರಡ್ಡ,ೇರಡ್ಡ
ಪರಂಪರಾಗತವಾದುದು,ರಂಪರಾಗತವಾದುದು
ಪ್ಲವಂಗನಾಯಕ,್ಲವಂಗನಾಯಕ
ಪರುಟವ,ರುಟವ
ಪ್ರತಿಬಿಂಬವನ್ನು,್ರತಿಬಿಂಬವನ್ನು
ಪಕ್ಕದಲ್ಲಿರು,ಕ್ಕದಲ್ಲಿರು
ಪರಿಮಳ,ರಿಮಳ
ಪೆರ್ವೊನಲ್,ೆರ್ವೊನಲ್
ಪಂಥೋಜಿ,ಂಥೋಜಿ
ಪಾರಾಗಿ,ಾರಾಗಿ
ಪ್ರಬೆಯನ್ನು,್ರಬೆಯನ್ನು
ಪೀತದ್ರು,ೀತದ್ರು
ಪೂಗೊಂಚಲು,ೂಗೊಂಚಲು
ಪೂನುಗಳು,ೂನುಗಳು
ಪೋಣಿಸು,ೋಣಿಸು
ಪ್ರದೋಷ,್ರದೋಷ
ಪುನರವತಾರ,ುನರವತಾರ
ಪುರೋಹಿತುಡು,ುರೋಹಿತುಡು
ಪ್ರತಿವಾಕ್ಯ,್ರತಿವಾಕ್ಯ
ಪೋಗಂಡ,ೋಗಂಡ
ಪೊನ್ಬೆಟ್ಟು,ೊನ್ಬೆಟ್ಟು
ಪಲ್ಲವಿ,ಲ್ಲವಿ
ಪುಳ್ಗು,ುಳ್ಗು
ಪಗಲೆರೆಯ,ಗಲೆರೆಯ
ಪಡಲ್ಗೆ,ಡಲ್ಗೆ
ಪ್ರತಿಕ್ರಾಂತಿ,್ರತಿಕ್ರಾಂತಿ
ಪುನರುಜ್ಜೀವನ,ುನರುಜ್ಜೀವನ
ಪಾತಾಳೇಶ್ವರ,ಾತಾಳೇಶ್ವರ
ಪಚ್ಚಡ,ಚ್ಚಡ
ಪಿನ್ದಿರಿಸು,ಿನ್ದಿರಿಸು
ಪಾರ್ಶ್ವಬಾಹುಗಳು,ಾರ್ಶ್ವಬಾಹುಗಳು
ಪಾಪಯುಕ್ತತೆ,ಾಪಯುಕ್ತತೆ
ಪರ್ವತಶಿಖರ,ರ್ವತಶಿಖರ
ಪೂರ್ಣಶೋಧನೆ,ೂರ್ಣಶೋಧನೆ
ಪೊರವಳಯ,ೊರವಳಯ
ಪ್ರವೇಶಕ್ಕಿಟ್ಟ,್ರವೇಶಕ್ಕಿಟ್ಟ
ಪುಣ್ಯಭೂಮಿಗಳು,ುಣ್ಯಭೂಮಿಗಳು
ಪಕ್ಕಕ್ಕಿರುವ,ಕ್ಕಕ್ಕಿರುವ
ಪಾತಾಲಗರುಡ,ಾತಾಲಗರುಡ
ಪೊರ್ಣಕೆ,ೊರ್ಣಕೆ
ಪ್ರಶಂಸಿಸುಗಳು,್ರಶಂಸಿಸುಗಳು
ಪಾಪದೋಷನಿವಾರಕ,ಾಪದೋಷನಿವಾರಕ
ಪೊಙ್ಗೆಜ್ಜೆ,ೊಙ್ಗೆಜ್ಜೆ
ಪಣ್ಟಿಗಳು,ಣ್ಟಿಗಳು
ಪುಷ್ಟಿಕರ,ುಷ್ಟಿಕರ
ಪುಞ್ಜೆ,ುಞ್ಜೆ
ಪ್ರೌಡವಲ್ಲದ,್ರೌಡವಲ್ಲದ
ಪ್ರತಿಭಟಿಸುವುದಕ್ಕಾಗಿ,್ರತಿಭಟಿಸುವುದಕ್ಕಾಗಿ
ಪರಬ್ರಹಮನ,ರಬ್ರಹಮನ
ಪಂಚದ್ರಾವಿಡ,ಂಚದ್ರಾವಿಡ
ಪುನರವಲೋಕನ,ುನರವಲೋಕನ
ಪಂಜುಗಳು,ಂಜುಗಳು
ಪರ್ಯಾಯಕವಾಗಿ,ರ್ಯಾಯಕವಾಗಿ
ಪ್ರೋಕ್ಷಣೆ,್ರೋಕ್ಷಣೆ
ಪಚನವಾಗು,ಚನವಾಗು
ಪ್ರಶಸ್ತಿಗಳು,್ರಶಸ್ತಿಗಳು
ಪಿಟ್ಟಿ,ಿಟ್ಟಿ
ಪರ್ಣಕುಟಿ,ರ್ಣಕುಟಿ
ಪರದಾಟಗಳು,ರದಾಟಗಳು
ಪಾಪಾಸು,ಾಪಾಸು
ಪಡಿಚಂದ,ಡಿಚಂದ
ಪ್ರತಿಫಲನದ,್ರತಿಫಲನದ
ಪಲಪ್ರದವಾದ,ಲಪ್ರದವಾದ
ಪಿಸಿ,ಿಸಿ
ಪೊಗಡೆಗಳು,ೊಗಡೆಗಳು
ಪರಿಹಾರವನ್ನು,ರಿಹಾರವನ್ನು
ಪನ್ದಿಗಳು,ನ್ದಿಗಳು
ಪ್ರಶ್ನೆಹಾಕು,್ರಶ್ನೆಹಾಕು
ಪಕ್ಷ,ಕ್ಷ
ಪೊಯ್ಚೆಂಡು,ೊಯ್ಚೆಂಡು
ಪಂಚಾಘಗಳು,ಂಚಾಘಗಳು
ಪಿಂಡಾರಿ,ಿಂಡಾರಿ
ಪದ್ಧತಿಯಂತೆ,ದ್ಧತಿಯಂತೆ
ಪರದೆ,ರದೆ
ಪರಿಸಮಾಪ್ತಿ,ರಿಸಮಾಪ್ತಿ
ಪಟ್ಯಪುಸ್ತಕ,ಟ್ಯಪುಸ್ತಕ
ಪಡಿಪಾಟ,ಡಿಪಾಟ
ಪುರುಷ,ುರುಷ
ಪೂಳೈ,ೂಳೈ
ಪಾದದಿಂದ,ಾದದಿಂದ
ಪೆಸರ್ಗೊಳ್,ೆಸರ್ಗೊಳ್
ಪಿಣಿ,ಿಣಿ
ಪೋಲೆಣ್ಡ್,ೋಲೆಣ್ಡ್
ಪಾದಕಮಲ,ಾದಕಮಲ
ಪತ್ತುಗೆ,ತ್ತುಗೆ
ಪಶುತಳಿ,ಶುತಳಿ
ಪುಸಿಯೊಲವು,ುಸಿಯೊಲವು
ಪಂಪಕ,ಂಪಕ
ಪ್ರಚ್ಛನ್ನರೂಪ,್ರಚ್ಛನ್ನರೂಪ
ಪರಮಪದಗಳು,ರಮಪದಗಳು
ಪ್ರಗತಿವಿರೋಧಿ,್ರಗತಿವಿರೋಧಿ
ಪರಿಭ್ರಮಣ,ರಿಭ್ರಮಣ
ಪೈಪೋಟಿಗಾರ,ೈಪೋಟಿಗಾರ
ಪೆದ್ದುಪೆದ್ದಾಗಿ,ೆದ್ದುಪೆದ್ದಾಗಿ
ಪ್ರಜ್ಞಾಹೀನ,್ರಜ್ಞಾಹೀನ
ಪಡಿಸುವವನು,ಡಿಸುವವನು
ಪ್ರದೆಶದಲ್ಲಿ,್ರದೆಶದಲ್ಲಿ
ಪೊಙ್ಗದಿರ್,ೊಙ್ಗದಿರ್
ಪೊಟ್ಟಣಿಸು,ೊಟ್ಟಣಿಸು
ಪಾವುಡೆ,ಾವುಡೆ
ಪಂಚದ್ವಯಾನನ,ಂಚದ್ವಯಾನನ
ಪರಾಧೀನಮಾಡು,ರಾಧೀನಮಾಡು
ಪದಿ,ದಿ
ಪೌರಸಮ್ಬನ್ದದ,ೌರಸಮ್ಬನ್ದದ
ಪ್ರಯತ್ನಪೂರ್ವಕವಾದ,್ರಯತ್ನಪೂರ್ವಕವಾದ
ಪುಸ್ತಕದಂಗಡಿ,ುಸ್ತಕದಂಗಡಿ
ಪೊಟ್ಟೆಗಳು,ೊಟ್ಟೆಗಳು
ಪರಾಕಾಷ್ಟೆ,ರಾಕಾಷ್ಟೆ
ಪವ್ತ್ರಾಯಣ,ವ್ತ್ರಾಯಣ
ಪಳಗಿರದ,ಳಗಿರದ
ಪರ್ವಾನಗಿ,ರ್ವಾನಗಿ
ಪುಟ್ಟಕದಳಿ,ುಟ್ಟಕದಳಿ
ಪಾಲಾಬ್ದಿ,ಾಲಾಬ್ದಿ
ಪಂಕರುಹವದನೆ,ಂಕರುಹವದನೆ
ಪರಾಕಾಷ್ಟೆಯ,ರಾಕಾಷ್ಟೆಯ
ಪ್ರಗಾತ,್ರಗಾತ
ಪ್ರಗತಿಯನ್ನು,್ರಗತಿಯನ್ನು
ಪರಿಶುದ್ಧ,ರಿಶುದ್ಧ
ಪ್ರವಹಿಸುವ,್ರವಹಿಸುವ
ಪ್ರತಿಜ್ಞೆಯೊಂದಿಗೆ,್ರತಿಜ್ಞೆಯೊಂದಿಗೆ
ಪಾತಾಳಗರುಡ,ಾತಾಳಗರುಡ
ಪ್ರಯೋಗಗಳಲ್ಲಿ,್ರಯೋಗಗಳಲ್ಲಿ
ಪಾಳೆಯಂಗೆಯ್,ಾಳೆಯಂಗೆಯ್
ಪ್ರಾಣಿ..,್ರಾಣಿ..
ಪೆರ್ಗುತ್ತ,ೆರ್ಗುತ್ತ
ಪೋವಿಡು,ೋವಿಡು
ಪ್ರತಿಲೇಖನ,್ರತಿಲೇಖನ
ಪಾಥ,ಾಥ
ಪ್ರತಿಬಾನ,್ರತಿಬಾನ
ಪರಿಣಾಮಗಳನ್ನು,ರಿಣಾಮಗಳನ್ನು
ಪಲಾಯಿ,ಲಾಯಿ
ಪ್ರತಿಬನ್ದ,್ರತಿಬನ್ದ
ಪೈಕಿ,ೈಕಿ
ಪರ್ವ,9,41,ರ್ವ,9,41
ಪದುಪು,ದುಪು
ಪುಗ್ಗಿ,ುಗ್ಗಿ
ಪತ್ತುಗೆಯ,ತ್ತುಗೆಯ
ಪೆಡಸಾಗಿರು,ೆಡಸಾಗಿರು
ಪಟಸ್ತಂಭಗಳು,ಟಸ್ತಂಭಗಳು
ಪಡುವಣಿಗೆ,ಡುವಣಿಗೆ
ಪುನಃಸ್ಸಂಘಟನೆ,ುನಃಸ್ಸಂಘಟನೆ
ಪೆರ್ಗದಹು,ೆರ್ಗದಹು
ಪರೀಕ್ಷಿತರಾಜ,ರೀಕ್ಷಿತರಾಜ
ಪ್ರಗತಿಶೀಲ,್ರಗತಿಶೀಲ
ಪೊರಕೆ.,ೊರಕೆ.
ಪ್ರತಿನಿರೋಧಜನಕ,್ರತಿನಿರೋಧಜನಕ
ಪ್ರಸ್ತುತಪಡಿಸುವುದನ್ನು,್ರಸ್ತುತಪಡಿಸುವುದನ್ನು
ಪಾಶಮು,ಾಶಮು
ಪಣ್ತ,ಣ್ತ
ಪಾರ್ಲಿಮೆಣ್ಟು,ಾರ್ಲಿಮೆಣ್ಟು
ಪುನಶ್ಚೈತನ್ಯದಾಯಿ,ುನಶ್ಚೈತನ್ಯದಾಯಿ
ಪಾಯಕಾನೆ,ಾಯಕಾನೆ
ಪ್ರೌಢೆಯಲ್ಲದವಳು,್ರೌಢೆಯಲ್ಲದವಳು
ಪ್ರಯೋಗದ,್ರಯೋಗದ
ಪೂರ್ವಸಿದ್ಧವಾಗಿ,ೂರ್ವಸಿದ್ಧವಾಗಿ
ಪಂಡಿತೆ,ಂಡಿತೆ
ಪಟ್ರಂಗ,ಟ್ರಂಗ
ಪಿಂದಿರುಗು,ಿಂದಿರುಗು
ಪ್ರತ್ಯೇಕಗೊಳಿಸುವಿಕೆ,್ರತ್ಯೇಕಗೊಳಿಸುವಿಕೆ
ಪೊಲಿಗೆ,ೊಲಿಗೆ
ಪುಣ್ಯಬೂಮಿ,ುಣ್ಯಬೂಮಿ
ಪೊಯ್ಸೆಣ್ಡಾಡು,ೊಯ್ಸೆಣ್ಡಾಡು
ಪುರುಡಿಸು,ುರುಡಿಸು
ಪಾದರಸ,ಾದರಸ
ಪೋಷಕಾಂಶಗಳು,ೋಷಕಾಂಶಗಳು
ಪಳಗಲು,ಳಗಲು
ಪಡಿನುಡಿ,ಡಿನುಡಿ
ಪದಾಂಧತೆಗಳು,ದಾಂಧತೆಗಳು
ಪ್ರತಿಯೊನ್ದೂ,್ರತಿಯೊನ್ದೂ
ಪುದುಗು,ುದುಗು
ಪರಿಗೆಡು,ರಿಗೆಡು
ಪನ್ನಗೇಂದ್ರ,ನ್ನಗೇಂದ್ರ
ಪಾಣಿಪಾಡು,ಾಣಿಪಾಡು
ಪ್ರವಾಹಕ್ಕೆ,್ರವಾಹಕ್ಕೆ
